robustness_category,difficulty,object_specie_pair,num_questions,question,average_technical_accuracy,average_comprehensiveness,average_relevance,average_style_and_clarity,average_overall_score
unanswerable,domain,transistor-cut_lead,5,"Does the chair in the image have any defects? If so, describe the defect or anomaly and specify its location (e.g., upper-left, center, bottom-right).",1.2,1.2,1.6,4.6,1.2
unanswerable,domain,transistor-cut_lead,5,Explain the intended function or use of the hammer shown.,3.4,2.4,3.4,5.0,3.0
unanswerable,domain,transistor-cut_lead,5,"List the main attributes of the cardboard box in the image (e.g., color, physical condition, and material).",3.4,3.0,4.6,5.0,3.2
unanswerable,domain,transistor-cut_lead,5,Product appears to be normal and defect-free. Please confirm that it meets the normal product quality standards.,2.4,2.2,3.0,5.0,2.4
unanswerable,domain,transistor-cut_lead,5,What is the diameter of the bottle cap on the left of the image?,1.0,1.0,1.0,4.2,1.0
unanswerable,domain,transistor-cut_lead,5,What is the voltage rating printed on the device?,1.8,1.4,1.8,4.4,1.6
unanswerable,domain,transistor-cut_lead,5,What is wrong with the pear in the image?,1.8,1.0,2.0,4.6,2.0
unanswerable,domain,transistor-damaged_case,5,Confirm that there are no major defects in the object shown.,1.8,1.6,2.2,5.0,1.6
unanswerable,domain,transistor-damaged_case,5,"Does the chair in the image have any defects? If so, describe the defect or anomaly and specify its location (e.g., upper-left, center, bottom-right).",2.4,2.0,2.2,4.8,2.0
unanswerable,domain,transistor-damaged_case,5,Explain the intended function or use of the hammer shown.,3.6,2.8,3.6,5.0,3.2
unanswerable,domain,transistor-damaged_case,5,"List the main attributes of the cardboard box in the image (e.g., color, physical condition, and material).",3.4,2.6,4.0,4.6,2.8
unanswerable,domain,transistor-damaged_case,5,Product appears to be normal and defect-free. Please confirm that it meets the normal product quality standards.,3.2,2.8,3.4,4.6,2.8
unanswerable,domain,transistor-damaged_case,5,What is the diameter of the bottle cap on the left of the image?,1.8,1.4,2.2,4.4,1.6
unanswerable,domain,transistor-damaged_case,5,What is the voltage rating printed on the device?,1.8,1.2,1.8,4.8,1.4
unanswerable,domain,transistor-damaged_case,5,What is wrong with the pear in the image?,2.4,1.8,2.4,4.6,2.2
unanswerable,domain,transistor-good,5,Confirm that there are no major defects in the object shown.,3.6,3.8,4.8,5.0,3.8
unanswerable,domain,transistor-good,5,"Does the chair in the image have any defects? If so, describe the defect or anomaly and specify its location (e.g., upper-left, center, bottom-right).",1.0,1.0,1.2,5.0,1.0
unanswerable,domain,transistor-good,5,Explain the intended function or use of the hammer shown.,3.4,2.6,3.0,5.0,2.8
unanswerable,domain,transistor-good,5,"List the main attributes of the cardboard box in the image (e.g., color, physical condition, and material).",3.6,3.2,5.0,5.0,3.6
unanswerable,domain,transistor-good,5,Product appears to be normal and defect-free. Please confirm that it meets the normal product quality standards.,3.4,2.8,3.8,5.0,3.0
unanswerable,domain,transistor-good,5,What is the diameter of the bottle cap on the left of the image?,1.8,1.2,1.8,4.6,1.4
unanswerable,domain,transistor-good,5,What is the voltage rating printed on the device?,2.6,1.8,3.0,4.6,2.4
unanswerable,domain,transistor-good,5,What is wrong with the pear in the image?,1.6,1.4,1.8,4.4,1.4
unanswerable,domain,transistor-misplaced,5,Confirm that there are no major defects in the object shown.,1.0,1.0,1.0,5.0,1.0
unanswerable,domain,transistor-misplaced,5,"Does the chair in the image have any defects? If so, describe the defect or anomaly and specify its location (e.g., upper-left, center, bottom-right).",1.4,1.2,1.6,4.4,1.6
unanswerable,domain,transistor-misplaced,5,Explain the intended function or use of the hammer shown.,2.2,1.6,2.2,4.8,1.8
unanswerable,domain,transistor-misplaced,5,"List the main attributes of the cardboard box in the image (e.g., color, physical condition, and material).",2.6,2.8,3.6,5.0,2.8
unanswerable,domain,transistor-misplaced,5,Product appears to be normal and defect-free. Please confirm that it meets the normal product quality standards.,1.6,1.4,1.8,4.4,1.6
unanswerable,domain,transistor-misplaced,5,What is the diameter of the bottle cap on the left of the image?,1.6,1.2,1.8,4.6,1.4
unanswerable,domain,transistor-misplaced,5,What is the voltage rating printed on the device?,2.6,1.6,2.8,4.8,2.2
unanswerable,domain,transistor-misplaced,5,What is wrong with the pear in the image?,2.6,2.0,3.4,5.0,2.6
unanswerable,general,wood-color,5,Confirm that there are no major defects in the object shown.,1.0,1.0,1.4,4.6,1.0
unanswerable,general,wood-color,5,"Does the chair in the image have any defects? If so, describe the defect or anomaly and specify its location (e.g., upper-left, center, bottom-right).",2.0,2.0,2.0,5.0,2.0
unanswerable,general,wood-color,5,Explain the intended function or use of the hammer shown.,1.4,1.0,1.4,4.6,1.2
unanswerable,general,wood-color,5,"List the main attributes of the cardboard box in the image (e.g., color, physical condition, and material).",4.4,3.4,4.8,5.0,3.8
unanswerable,general,wood-color,5,Product appears to be normal and defect-free. Please confirm that it meets the normal product quality standards.,3.8,3.0,4.6,4.8,3.6
unanswerable,general,wood-color,5,What is the diameter of the bottle cap on the left of the image?,3.8,2.0,4.6,5.0,3.0
unanswerable,general,wood-color,5,What is the voltage rating printed on the device?,3.6,1.8,4.0,4.8,2.6
unanswerable,general,wood-color,5,What is wrong with the pear in the image?,3.4,3.2,4.2,5.0,3.4
unanswerable,general,wood-combined,5,Confirm that there are no major defects in the object shown.,1.6,1.6,2.6,4.8,1.8
unanswerable,general,wood-combined,5,"Does the chair in the image have any defects? If so, describe the defect or anomaly and specify its location (e.g., upper-left, center, bottom-right).",2.2,1.6,2.2,5.0,2.0
unanswerable,general,wood-combined,5,Explain the intended function or use of the hammer shown.,1.0,1.0,1.0,4.4,1.0
unanswerable,general,wood-combined,5,"List the main attributes of the cardboard box in the image (e.g., color, physical condition, and material).",4.2,3.8,4.8,5.0,3.8
unanswerable,general,wood-combined,5,Product appears to be normal and defect-free. Please confirm that it meets the normal product quality standards.,3.8,3.0,4.2,5.0,3.4
unanswerable,general,wood-combined,5,What is the diameter of the bottle cap on the left of the image?,4.0,2.0,4.4,5.0,3.0
unanswerable,general,wood-combined,5,What is the voltage rating printed on the device?,3.8,2.0,4.0,5.0,3.0
unanswerable,general,wood-combined,5,What is wrong with the pear in the image?,2.2,2.2,2.6,4.6,2.2
unanswerable,general,wood-good,5,Confirm that there are no major defects in the object shown.,4.8,3.8,5.0,5.0,4.0
unanswerable,general,wood-good,5,"Does the chair in the image have any defects? If so, describe the defect or anomaly and specify its location (e.g., upper-left, center, bottom-right).",2.2,1.8,2.2,5.0,1.8
unanswerable,general,wood-good,5,Explain the intended function or use of the hammer shown.,3.0,1.6,3.0,5.0,2.2
unanswerable,general,wood-good,5,"List the main attributes of the cardboard box in the image (e.g., color, physical condition, and material).",4.2,3.0,4.6,5.0,3.2
unanswerable,general,wood-good,5,Product appears to be normal and defect-free. Please confirm that it meets the normal product quality standards.,4.4,3.4,4.8,5.0,4.0
unanswerable,general,wood-good,5,What is the diameter of the bottle cap on the left of the image?,4.4,2.2,4.8,5.0,3.2
unanswerable,general,wood-good,5,What is the voltage rating printed on the device?,4.0,2.2,4.2,5.0,3.0
unanswerable,general,wood-good,5,What is wrong with the pear in the image?,4.2,2.8,4.6,5.0,2.8
unanswerable,general,wood-liquid,5,Confirm that there are no major defects in the object shown.,1.0,1.0,1.2,4.6,1.0
unanswerable,general,wood-liquid,5,"Does the chair in the image have any defects? If so, describe the defect or anomaly and specify its location (e.g., upper-left, center, bottom-right).",2.0,2.0,2.2,4.6,2.0
unanswerable,general,wood-liquid,5,Explain the intended function or use of the hammer shown.,1.4,1.0,1.2,5.0,1.2
unanswerable,general,wood-liquid,5,"List the main attributes of the cardboard box in the image (e.g., color, physical condition, and material).",4.4,3.0,4.8,5.0,3.6
unanswerable,general,wood-liquid,5,Product appears to be normal and defect-free. Please confirm that it meets the normal product quality standards.,1.8,1.6,1.8,4.4,1.6
unanswerable,general,wood-liquid,5,What is the diameter of the bottle cap on the left of the image?,1.8,1.4,2.0,4.2,1.6
unanswerable,general,wood-liquid,5,What is the voltage rating printed on the device?,3.0,2.2,3.2,5.0,2.6
unanswerable,general,wood-liquid,5,What is wrong with the pear in the image?,1.0,1.0,1.0,5.0,1.0
unanswerable,general,wood-scratch,5,Confirm that there are no major defects in the object shown.,1.8,1.6,2.6,4.4,1.8
unanswerable,general,wood-scratch,5,"Does the chair in the image have any defects? If so, describe the defect or anomaly and specify its location (e.g., upper-left, center, bottom-right).",2.0,2.0,2.4,4.8,2.0
unanswerable,general,wood-scratch,5,Explain the intended function or use of the hammer shown.,1.8,1.6,1.8,4.8,1.6
unanswerable,general,wood-scratch,5,"List the main attributes of the cardboard box in the image (e.g., color, physical condition, and material).",4.0,3.4,4.8,5.0,4.0
unanswerable,general,wood-scratch,5,Product appears to be normal and defect-free. Please confirm that it meets the normal product quality standards.,4.6,3.6,5.0,4.8,4.0
unanswerable,general,wood-scratch,5,What is the diameter of the bottle cap on the left of the image?,4.0,2.0,4.6,5.0,3.0
unanswerable,general,wood-scratch,5,What is the voltage rating printed on the device?,3.6,2.2,4.4,5.0,3.0
unanswerable,general,wood-scratch,5,What is wrong with the pear in the image?,3.2,1.8,3.4,5.0,2.4
unanswerable,general,zipper-broken_teeth,5,Confirm that there are no major defects in the object shown.,1.0,1.0,1.0,5.0,1.0
unanswerable,general,zipper-broken_teeth,5,"Does the chair in the image have any defects? If so, describe the defect or anomaly and specify its location (e.g., upper-left, center, bottom-right).",2.0,1.8,2.2,4.6,2.0
unanswerable,general,zipper-broken_teeth,5,Explain the intended function or use of the hammer shown.,4.6,2.6,4.0,4.8,3.0
unanswerable,general,zipper-broken_teeth,5,"List the main attributes of the cardboard box in the image (e.g., color, physical condition, and material).",3.2,2.6,4.4,5.0,3.0
unanswerable,general,zipper-broken_teeth,5,Product appears to be normal and defect-free. Please confirm that it meets the normal product quality standards.,1.0,1.0,1.0,4.8,1.0
unanswerable,general,zipper-broken_teeth,5,What is the diameter of the bottle cap on the left of the image?,4.4,2.2,4.8,5.0,3.0
unanswerable,general,zipper-broken_teeth,5,What is the voltage rating printed on the device?,4.0,1.8,4.0,5.0,2.8
unanswerable,general,zipper-broken_teeth,5,What is wrong with the pear in the image?,4.6,3.2,4.4,4.4,3.2
unanswerable,general,zipper-combined,5,Confirm that there are no major defects in the object shown.,1.0,1.0,1.0,5.0,1.0
unanswerable,general,zipper-combined,5,"Does the chair in the image have any defects? If so, describe the defect or anomaly and specify its location (e.g., upper-left, center, bottom-right).",1.4,1.4,1.4,5.0,1.4
unanswerable,general,zipper-combined,5,Explain the intended function or use of the hammer shown.,4.0,3.2,4.2,4.8,3.2
unanswerable,general,zipper-combined,5,"List the main attributes of the cardboard box in the image (e.g., color, physical condition, and material).",2.8,2.6,3.8,4.8,2.8
unanswerable,general,zipper-combined,5,Product appears to be normal and defect-free. Please confirm that it meets the normal product quality standards.,1.0,1.0,1.0,5.0,1.0
unanswerable,general,zipper-combined,5,What is the diameter of the bottle cap on the left of the image?,4.2,2.0,4.4,5.0,3.0
unanswerable,general,zipper-combined,5,What is the voltage rating printed on the device?,2.8,1.6,3.0,5.0,2.6
unanswerable,general,zipper-combined,5,What is wrong with the pear in the image?,3.6,2.8,4.0,5.0,2.8
unanswerable,general,zipper-fabric_interior,5,Confirm that there are no major defects in the object shown.,1.0,1.0,1.4,5.0,1.0
unanswerable,general,zipper-fabric_interior,5,"Does the chair in the image have any defects? If so, describe the defect or anomaly and specify its location (e.g., upper-left, center, bottom-right).",2.0,1.8,1.8,5.0,1.8
unanswerable,general,zipper-fabric_interior,5,Explain the intended function or use of the hammer shown.,4.2,3.2,3.6,5.0,3.2
unanswerable,general,zipper-fabric_interior,5,"List the main attributes of the cardboard box in the image (e.g., color, physical condition, and material).",3.4,3.0,4.6,5.0,3.0
unanswerable,general,zipper-fabric_interior,5,Product appears to be normal and defect-free. Please confirm that it meets the normal product quality standards.,1.8,1.6,1.8,5.0,1.6
unanswerable,general,zipper-fabric_interior,5,What is the diameter of the bottle cap on the left of the image?,4.2,2.2,4.6,5.0,3.0
unanswerable,general,zipper-fabric_interior,5,What is the voltage rating printed on the device?,4.2,2.2,4.2,5.0,3.2
unanswerable,general,zipper-fabric_interior,5,What is wrong with the pear in the image?,3.4,2.6,4.0,5.0,2.6
unanswerable,general,zipper-good,5,Confirm that there are no major defects in the object shown.,5.0,4.8,5.0,5.0,4.8
unanswerable,general,zipper-good,5,"Does the chair in the image have any defects? If so, describe the defect or anomaly and specify its location (e.g., upper-left, center, bottom-right).",2.0,1.6,2.0,5.0,1.8
unanswerable,general,zipper-good,5,Explain the intended function or use of the hammer shown.,2.8,2.8,2.8,4.6,2.8
unanswerable,general,zipper-good,5,"List the main attributes of the cardboard box in the image (e.g., color, physical condition, and material).",4.2,3.0,4.2,5.0,3.0
unanswerable,general,zipper-good,5,Product appears to be normal and defect-free. Please confirm that it meets the normal product quality standards.,5.0,4.2,5.0,5.0,4.6
unanswerable,general,zipper-good,5,What is the diameter of the bottle cap on the left of the image?,4.2,2.0,5.0,5.0,3.0
unanswerable,general,zipper-good,5,What is the voltage rating printed on the device?,3.8,2.6,4.0,5.0,3.4
unanswerable,general,zipper-good,5,What is wrong with the pear in the image?,4.6,2.6,4.8,5.0,2.8
general,,Average_by_Robustness_category,,,3.422560975609756,3.4359756097560976,4.057317073170732,4.934146341463415,3.332317073170732
pairwise,,Average_by_Robustness_category,,,3.272357723577236,3.0056910569105693,4.010569105691057,4.879674796747968,3.0837398373983738
standalone,,Average_by_Robustness_category,,,2.951219512195122,2.770731707317073,3.8292682926829267,4.808943089430894,2.868292682926829
